id,city,type,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,buildingMaterial,condition,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price
6a9b4e2133bc43fb66b85af585521a25,krakow,blockOfFlats,43.0,2.0,1.0,5.0,1955.0,50.0731819,20.0403881,7.54,28.0,0.276,0.918,0.361,0.112,0.123,0.614,0.146,condominium,brick,premium,no,no,yes,no,yes,685000
ebf3f6c108c2677e391f37eac3af917a,krakow,blockOfFlats,69.2,3.0,2.0,3.0,2011.0,50.0087085,19.96242299,5.46,20.0,0.389,0.309,0.294,0.092,0.141,0.407,0.075,condominium,,premium,yes,yes,no,no,no,799000
384bdaa6923ea279a1d5aed7b8d0fa31,krakow,blockOfFlats,82.0,4.0,3.0,9.0,2022.0,50.1008865,20.0095641,7.17,12.0,0.353,1.183,0.277,0.29,0.393,1.024,0.197,condominium,brick,,yes,yes,yes,no,no,1050000
604cad0931ecdcbd9706311616a6c421,krakow,apartmentBuilding,64.0,3.0,2.0,6.0,2023.0,50.08449116,19.88742113,4.88,14.0,0.382,0.431,0.61,0.095,0.023,1.393,0.379,condominium,brick,premium,yes,yes,yes,no,yes,1130000
a36edd31ef26a83fc8c18303e4662138,krakow,blockOfFlats,33.0,2.0,2.0,3.0,2022.0,50.04493,19.95245,1.53,44.0,0.198,0.777,0.121,0.462,0.035,1.036,0.218,condominium,brick,,no,no,no,no,no,799000
73b696b3764d4b93bf77dff011da053a,krakow,blockOfFlats,35.0,2.0,2.0,6.0,1960.0,50.08729399,19.9401716,3.56,23.0,0.27,0.409,0.466,0.152,0.168,0.842,0.125,condominium,,premium,no,no,no,no,yes,570000
2d349a8a56d1c4be12853790b76c8ded,krakow,apartmentBuilding,65.95,4.0,1.0,5.0,2022.0,50.1014859,19.9559895,5.29,6.0,0.486,1.006,0.503,0.234,0.145,2.726,0.475,condominium,brick,,no,yes,yes,no,yes,899000
25da19b3dc617bf0e0deb4d8e741d441,krakow,tenement,69.47,2.0,1.0,3.0,1939.0,50.05793215,19.9297904,0.68,40.0,0.118,0.3,0.067,0.662,0.107,0.498,0.13,condominium,brick,low,no,yes,no,no,no,1290000
025f33715f4aeaf882f9ed11d993fe6b,krakow,tenement,46.7,2.0,,3.0,,50.0457,19.9521,1.45,40.0,0.146,0.728,0.151,0.55,0.062,0.985,0.192,condominium,brick,,yes,no,no,no,yes,659000
f08c68130c5309b74b8d31b4ad28412c,krakow,blockOfFlats,126.0,5.0,2.0,3.0,2022.0,50.07160035,19.85184964,6.44,0.0,1.26,2.567,1.107,1.847,0.573,3.066,1.488,condominium,,premium,yes,yes,no,no,no,1877400
f3d7cf4d3e9a923e2fd8711cb38645f7,krakow,,65.95,4.0,1.0,5.0,,50.1017893,19.9613411,5.42,8.0,0.35,1.09,0.501,0.15,0.493,3.022,0.353,condominium,,,no,no,yes,no,no,899000
ca777c0a9f6ace50d13c89e7b607eec2,krakow,blockOfFlats,60.0,2.0,,,1957.0,50.055622,19.957521,1.36,19.0,0.124,0.159,0.432,0.059,0.191,0.217,0.295,condominium,brick,,no,no,no,no,yes,839000
5db32f2d3024269f0156084e8534d90f,krakow,,47.0,2.0,,2.0,1997.0,50.02227,20.04929,8.73,6.0,0.681,3.592,0.164,0.089,0.095,3.562,0.174,condominium,,,no,no,no,no,no,600000
1a6027d66ffe20d81aec7734650ac877,krakow,apartmentBuilding,94.75,4.0,1.0,2.0,2019.0,50.1064377,19.9169246,5.89,0.0,0.789,2.142,1.267,1.053,1.524,2.707,0.56,condominium,brick,premium,yes,yes,no,no,no,1120000
bb58c27eb8f17cbe41d87c9afe0177d7,krakow,,61.0,2.0,,3.0,,50.098017,19.912055,5.11,3.0,0.732,1.55,1.259,0.216,0.928,2.051,0.065,condominium,,,no,no,no,no,no,960000
e2dcf3e7aad1db64b8594b5477a9686c,krakow,apartmentBuilding,144.0,6.0,3.0,3.0,2020.0,50.067,19.8796,4.4,7.0,0.806,1.334,0.257,1.265,0.265,1.265,0.265,condominium,brick,,yes,yes,yes,yes,no,2550000
2a83d19cced02234fcb982cbb2492bf3,krakow,tenement,48.11,2.0,6.0,6.0,,50.07027245,19.92734206,1.84,36.0,0.281,0.361,0.271,0.362,0.111,0.472,0.111,condominium,brick,premium,no,no,yes,no,yes,650000
5003b28baa43b1483c8e2e0287ab3c44,krakow,apartmentBuilding,37.83,2.0,4.0,6.0,2014.0,50.04646782,19.94965911,1.27,53.0,0.075,0.54,0.222,0.675,0.01,0.794,0.125,condominium,brick,,no,yes,yes,no,no,915000
86ecc8ae66abbd899e03e63e9cf70977,krakow,blockOfFlats,60.07,3.0,3.0,5.0,2014.0,50.0105051,19.9648826,5.33,14.0,0.506,0.541,0.166,0.045,0.036,0.671,0.213,condominium,brick,,no,yes,yes,yes,yes,880000
479f5389d616f1c7b091c1f6d94211c9,krakow,,103.5,5.0,1.0,2.0,2020.0,50.06687914,19.88537773,4.0,2.0,0.869,1.028,0.587,1.122,0.464,0.947,0.468,condominium,brick,,yes,yes,no,no,no,1344000
b78473f361b76dd0e0c7238ada528a9a,krakow,,98.0,3.0,3.0,5.0,,50.0646501,19.9449799,1.14,94.0,0.217,0.403,0.102,0.623,0.042,0.484,0.055,condominium,,,no,no,no,no,no,1990000
5a79dcc47c793567ac0e70de73c27944,krakow,apartmentBuilding,37.83,2.0,4.0,6.0,2014.0,50.04646782,19.94965911,1.27,53.0,0.075,0.54,0.222,0.675,0.01,0.794,0.125,condominium,brick,,no,yes,yes,no,no,915000
499c9af4091693d06e1c229ad033b3e4,krakow,blockOfFlats,26.0,1.0,1.0,4.0,1988.0,50.09268707,19.93409231,4.17,28.0,0.143,0.232,0.193,0.157,0.43,1.058,0.14,cooperative,,low,yes,yes,yes,no,yes,430000
90535cc9844f9d94bbc03c84c33b251f,krakow,,74.3,4.0,,1.0,2011.0,50.090797,19.904802,4.62,4.0,0.554,0.871,0.689,0.372,0.453,1.964,0.339,condominium,brick,,no,yes,no,no,yes,1199000
9e0f8537c956b04383ce6d038c1d62d5,krakow,blockOfFlats,54.0,2.0,2.0,2.0,1950.0,50.0831,20.0388,7.8,17.0,0.116,1.707,0.49,0.121,0.382,0.786,0.417,condominium,brick,,yes,no,no,no,yes,650000
1a5d5b44f4af2a89d8d6085ff8ceca53,krakow,blockOfFlats,64.0,3.0,1.0,4.0,1992.0,50.024314,19.907302,4.1,15.0,0.625,0.53,0.399,0.175,0.272,2.319,0.27,condominium,,low,no,yes,no,no,yes,740000
713a2c882336ca680dee2086269b1584,krakow,,69.0,3.0,1.0,1.0,2004.0,50.014413,19.915917,4.82,1.0,0.736,0.934,0.63,0.223,0.829,3.142,0.782,condominium,,low,yes,yes,no,no,no,1200000
b9fef8533c2b7343722442fedb3c3c3e,krakow,blockOfFlats,50.0,3.0,2.0,4.0,1985.0,50.081423,19.977522,4.03,17.0,0.194,1.173,0.222,0.284,0.049,2.173,0.227,condominium,,,yes,yes,yes,no,yes,845000
9e450e05ed83a3b005a2285b2f0e7400,krakow,blockOfFlats,43.13,2.0,4.0,5.0,2018.0,50.101829,19.961343,5.43,8.0,0.353,1.094,0.505,0.15,0.497,3.026,0.356,condominium,,,no,yes,yes,no,yes,739000
d9b7f629e9b9d185c11538b2fdce1dcb,krakow,blockOfFlats,36.0,2.0,,3.0,1950.0,50.0795,20.0433,7.95,34.0,0.183,1.539,0.088,0.044,0.144,0.738,0.234,condominium,brick,,yes,no,no,no,yes,420000
a2fa278ff2a27901b09b3b6f50544b07,krakow,blockOfFlats,41.3,2.0,3.0,5.0,2012.0,50.089485,19.963472,4.2,15.0,0.526,0.586,0.162,0.237,0.109,2.483,0.138,condominium,,,no,yes,yes,no,no,670000
9491540efbc6325bc6b4f24ab8f21820,krakow,blockOfFlats,49.65,2.0,2.0,5.0,2018.0,50.09767964,19.9362343,4.72,8.0,0.44,0.758,0.384,0.381,0.187,1.633,0.356,condominium,,,no,yes,yes,no,yes,767000
41a2d1077119e3febecf2b54eec240f4,krakow,blockOfFlats,140.4,6.0,3.0,3.0,1992.0,50.071925,19.908321,2.84,25.0,0.198,0.342,0.296,0.492,0.017,0.553,0.081,condominium,brick,,no,no,no,no,yes,1550000
6db7ea3d789d5cf64b9c888f1e3f4fa6,krakow,blockOfFlats,34.0,2.0,,15.0,1958.0,50.07059256,19.900206,3.22,15.0,0.119,0.09,0.347,0.218,0.155,0.464,0.071,cooperative,,,no,no,yes,no,yes,590000
ced0e7508c8050ebb34c7175d5f4c4b1,krakow,blockOfFlats,48.0,3.0,,8.0,2019.0,50.0885128,19.9589118,3.97,10.0,0.815,0.349,0.061,0.44,0.383,2.141,0.423,condominium,brick,,no,no,yes,no,no,850000
a06f69953f2e18e2056796889625d5c2,krakow,blockOfFlats,26.57,1.0,3.0,4.0,2023.0,50.023289,20.048262,8.61,6.0,0.705,3.559,0.18,0.161,0.181,3.445,0.304,condominium,,premium,yes,yes,yes,no,no,550000
54fe66d62da1ad55804456a0a6ee630e,krakow,blockOfFlats,45.41,3.0,2.0,3.0,1952.0,50.07747435,20.0307025,7.03,25.0,0.343,1.702,0.244,0.329,0.06,0.238,0.18,condominium,brick,premium,no,no,no,no,yes,649000
09a0e48828ccb26e5e180f4c29e1e084,krakow,tenement,46.76,2.0,3.0,3.0,1926.0,50.0776421,19.96038645,2.94,10.0,0.443,0.633,0.396,0.527,0.265,1.448,0.444,condominium,brick,,yes,no,no,no,no,649000
a9681c1d473c4cde7338cee5485468c4,krakow,blockOfFlats,36.0,2.0,2.0,7.0,2023.0,50.0478457,19.99416411,4.06,1.0,0.287,0.986,0.504,0.688,0.807,1.413,0.901,condominium,,,no,yes,yes,no,no,535000
1db81732ee231234c380846097b96b29,krakow,blockOfFlats,34.0,2.0,14.0,14.0,2002.0,50.0887939,19.9259967,3.83,17.0,0.218,0.56,0.18,0.151,0.401,0.645,0.165,condominium,,,no,yes,yes,no,yes,610000
1e2deba0bb1c46285a6738ff25f79c40,krakow,blockOfFlats,52.0,3.0,,4.0,1980.0,50.099,19.9758,5.54,3.0,0.856,1.545,0.349,0.793,0.226,2.042,0.571,condominium,concreteSlab,,no,yes,no,no,yes,630000
ede014b57795c4bc49d3fb663225a7a6,krakow,blockOfFlats,57.0,3.0,3.0,3.0,2012.0,50.0172608,19.8956846,5.22,25.0,0.731,0.256,0.169,0.115,0.037,3.374,0.202,condominium,,,yes,yes,yes,no,no,829000
31cff702d0e83f96e19f9e958df586b3,krakow,apartmentBuilding,32.0,2.0,5.0,8.0,2023.0,50.0993844,20.0133325,7.25,18.0,0.317,0.889,0.15,0.127,0.42,1.053,0.136,condominium,brick,,no,yes,yes,no,no,559000
52bab6a5f1b9154f837ad904a0bcaa3e,krakow,,34.5,2.0,2.0,3.0,2010.0,50.03828892,19.94226639,1.91,27.0,0.078,0.993,0.167,0.256,0.043,1.131,0.126,condominium,,,no,no,no,no,yes,768000
d658709db6aed2c9f562a23abc34da10,krakow,blockOfFlats,52.03,2.0,4.0,9.0,2005.0,50.0773,19.9309,2.51,22.0,0.332,0.197,0.476,0.297,0.241,0.563,0.289,condominium,,,yes,yes,yes,no,no,936000
2ddfb2dcb087ee8162ad6977feb3f2c9,krakow,blockOfFlats,46.71,2.0,5.0,7.0,2012.0,50.0856594,19.93192347,3.41,17.0,0.307,0.534,0.249,0.573,0.356,0.274,0.315,condominium,,,yes,yes,yes,no,no,779000
d58f22ce3876b1d946bdeb5699667014,krakow,apartmentBuilding,36.23,2.0,10.0,10.0,2018.0,50.08893481,19.97780943,4.68,10.0,0.525,1.387,0.672,0.268,0.02,1.829,0.2,condominium,brick,premium,yes,yes,yes,no,no,659998
189336cb04abef4d329f52564eaf69dd,krakow,blockOfFlats,57.0,3.0,7.0,10.0,1978.0,50.074908,19.91213,2.88,24.0,0.312,0.336,0.429,0.425,0.084,0.381,0.1,condominium,concreteSlab,low,no,no,yes,no,yes,1100000
863ad85bb71494567174f8abe4bfc101,krakow,tenement,47.1,3.0,,4.0,1960.0,50.0464778,19.9555769,1.57,31.0,0.4,0.56,0.397,0.616,0.035,0.961,0.23,condominium,brick,,no,no,yes,no,no,468645
f9a59b37d7082d680d68204be0122a47,krakow,,111.0,4.0,,,1930.0,50.0816989,19.8956293,4.24,9.0,0.03,0.78,0.494,0.419,0.426,0.981,0.221,condominium,brick,,no,yes,no,no,no,1249000
aa8d4aa26cf70f632d4770c595ae0aec,krakow,tenement,122.0,6.0,3.0,3.0,1930.0,50.06389036,19.96973667,2.43,20.0,0.341,0.492,0.614,0.176,0.153,0.567,0.317,condominium,brick,premium,no,no,no,no,no,1339000
97e65655f0d8658d81bcb9bf45a64c3c,krakow,tenement,72.0,4.0,5.0,6.0,1937.0,50.0562,19.9284,0.72,31.0,0.305,0.379,0.191,0.693,0.029,0.551,0.108,condominium,brick,,yes,no,yes,no,yes,899000
bb61ede68274e0631b78b7497112c789,krakow,blockOfFlats,53.0,3.0,1.0,4.0,1984.0,50.092983,19.975076,4.94,11.0,0.351,1.313,0.431,0.166,0.227,1.973,0.032,condominium,,,yes,yes,no,no,no,749000
32bd721cc44c9469ea362463a10f8441,krakow,tenement,79.0,3.0,,4.0,1915.0,50.050385,19.938523,0.55,86.0,0.234,0.429,0.217,0.24,0.081,0.241,0.261,condominium,brick,,no,no,no,no,yes,1595000
64d1eda45ca35708532972eb3279583e,krakow,blockOfFlats,73.0,3.0,3.0,5.0,1950.0,50.0726,20.0347,7.13,20.0,0.317,1.112,0.308,0.257,0.09,0.469,0.162,condominium,brick,,no,no,yes,no,yes,840000
6676cfa172d318f13ec5fc0d2ab53bea,krakow,,52.41,2.0,,4.0,1960.0,50.073903,20.0275707,6.69,15.0,0.26,1.601,0.027,0.092,0.118,0.552,0.064,condominium,,,no,yes,no,no,yes,650000
dc83cf803f42da416968881cf993f31e,krakow,blockOfFlats,34.0,2.0,,15.0,1965.0,50.07029075,19.89931551,3.25,14.0,0.186,0.11,0.409,0.243,0.091,0.434,0.096,cooperative,concreteSlab,,no,no,yes,no,no,610000
502c967da07cc6b0d95323b402eda684,krakow,apartmentBuilding,62.5,3.0,11.0,12.0,2023.0,50.065836,19.9650421,2.23,17.0,0.267,0.094,0.602,0.55,0.088,0.261,0.085,condominium,brick,,no,yes,yes,no,no,1118750
e8924bd857054bec3f32a6ed6b885a9a,krakow,blockOfFlats,132.0,5.0,2.0,3.0,2007.0,50.0981506,19.9542913,4.9,7.0,0.681,0.656,0.363,0.536,0.219,2.378,0.348,condominium,,premium,yes,yes,no,no,yes,1950000
7216fa70446f789dfd2d54d673089816,krakow,blockOfFlats,35.0,2.0,2.0,3.0,,50.0204118,19.9056567,4.53,15.0,0.947,0.224,0.187,0.242,0.168,2.768,0.222,condominium,,,no,yes,no,no,no,510000
bdcd6a548df311ac8661713db82496b7,krakow,blockOfFlats,71.51,4.0,5.0,5.0,2021.0,50.101712,19.955613,5.3,4.0,0.467,1.032,0.537,0.259,0.131,2.727,0.51,condominium,,premium,yes,yes,yes,no,no,1072650
dc85bf7fea0adab2e414c2eecc44141c,krakow,blockOfFlats,47.0,2.0,1.0,9.0,2021.0,50.1009,20.0096,7.18,12.0,0.355,1.182,0.278,0.291,0.39,1.027,0.194,condominium,,,no,yes,yes,no,no,820000
908a6c75d9eab9cfbbd0722aac82caab,krakow,blockOfFlats,49.0,3.0,6.0,11.0,1979.0,50.0981209,20.0067389,6.81,10.0,0.094,1.13,0.346,0.263,0.309,0.658,0.358,condominium,,,no,yes,yes,no,yes,720000
9bda06474c4ecb00fc06880cecbd0044,krakow,blockOfFlats,45.7,3.0,3.0,4.0,1970.0,50.090012,20.017465,6.83,27.0,0.081,0.352,0.2,0.234,0.12,1.095,0.355,condominium,brick,premium,no,no,no,no,yes,665000
8ca9ba6c251186d424052de085151a04,krakow,,48.1,3.0,1.0,8.0,1973.0,50.06562,19.93481,1.18,143.0,0.092,0.114,0.102,0.28,0.2,0.245,0.2,condominium,,,no,yes,no,no,yes,949000
160d5e22ee08e2779785d8e8029519e6,krakow,blockOfFlats,48.0,3.0,1.0,1.0,1973.0,50.0693689,19.932831,1.62,51.0,0.114,0.417,0.082,0.151,0.227,0.34,0.213,condominium,brick,,no,yes,yes,no,yes,949000
f585c1b316cd499aa3050ed7ceb96771,krakow,apartmentBuilding,53.0,2.0,7.0,7.0,2018.0,50.0954,19.9429,4.47,12.0,0.309,0.682,0.399,0.382,0.233,1.61,0.28,condominium,brick,,no,yes,yes,no,no,950000
9bfa9a1f692cfef47c139057b0da0c81,krakow,blockOfFlats,35.39,3.0,1.0,2.0,1956.0,50.07521,19.903976,3.31,17.0,0.308,0.641,0.446,0.14,0.234,0.706,0.253,condominium,brick,,no,yes,no,no,yes,560000
61eb5f5e014d903fc3a817c549d21f69,krakow,blockOfFlats,34.05,1.0,1.0,3.0,2004.0,50.0165,19.9091,4.8,6.0,0.913,0.621,0.32,0.152,0.332,3.124,0.26,condominium,,,no,no,no,yes,yes,499000
26f6d880cc7b30770bca4dd309a7a397,krakow,blockOfFlats,53.25,3.0,3.0,4.0,2014.0,50.015865,19.89469,5.38,25.0,0.625,0.413,0.267,0.212,0.203,3.544,0.195,condominium,,,no,no,yes,no,no,949000
665a87c2b82c5ace0efa1f11d3e8e580,krakow,,146.0,5.0,1.0,2.0,2016.0,50.0412,19.9145,2.32,2.0,0.836,1.44,1.129,0.496,0.6,0.399,0.876,condominium,,,yes,yes,no,no,yes,1650000
d36267de04f9dcd14863eee1b9dd7ae8,krakow,apartmentBuilding,51.09,2.0,2.0,2.0,2022.0,50.0344,19.879,4.84,1.0,0.746,2.024,2.366,1.555,0.418,2.848,2.054,condominium,brick,,yes,yes,yes,yes,no,549000
d5668718fef288147dcc7778ebcaebb6,krakow,,83.0,4.0,1.0,2.0,1972.0,50.0494,19.926,1.1,22.0,0.146,0.674,0.221,0.187,0.076,0.829,0.215,condominium,,,no,yes,no,no,no,1050000
c937506af7de5b94a19b0f8b122478b8,krakow,blockOfFlats,45.27,2.0,3.0,3.0,2000.0,50.0211,19.9036,4.54,18.0,1.019,0.09,0.318,0.102,0.079,2.747,0.059,condominium,brick,,yes,yes,no,no,yes,629000
1e51f996d3398d0773138f36d59f75a8,krakow,,38.0,2.0,,3.0,2018.0,50.0216331,20.00566448,6.09,2.0,0.423,1.071,0.7,0.312,0.657,1.745,0.636,condominium,,,no,yes,yes,no,no,649000
952b116fb41756fba90f1f3354406d72,krakow,blockOfFlats,54.5,2.0,2.0,7.0,2002.0,50.00884412,20.01506979,7.53,13.0,0.432,0.914,0.493,0.332,0.241,3.243,0.11,condominium,,,yes,yes,yes,no,no,680000
f05bd30cb68aa43aaaa48ff8cdea2b9e,krakow,blockOfFlats,67.32,3.0,,4.0,1956.0,50.07257074,19.91268782,2.66,29.0,0.361,0.075,0.336,0.411,0.145,0.237,0.094,condominium,brick,low,no,no,no,no,yes,940000
8676e6bd4689a3749d2c687f5db37d66,krakow,,105.0,3.0,1.0,1.0,1935.0,50.07179201,19.95840647,2.32,16.0,0.356,0.263,0.275,0.157,0.147,0.831,0.115,condominium,brick,,yes,yes,no,no,yes,1649000
66eabc3dd3967fa585d2d4ebf8db8323,krakow,apartmentBuilding,58.1,3.0,3.0,8.0,2016.0,50.064798,19.967394,2.32,16.0,0.228,0.297,0.569,0.351,0.079,0.394,0.124,condominium,brick,,yes,yes,yes,no,no,1250000
b875d8f235eea972bc805bd1a3e67eaf,krakow,blockOfFlats,41.0,2.0,9.0,10.0,1980.0,50.07582431,19.9813723,3.82,13.0,0.279,0.843,0.146,0.263,0.075,1.865,0.326,cooperative,,,no,yes,yes,no,yes,680000
eaa0468af70ba63443ee4e4e42782c38,krakow,blockOfFlats,31.0,1.0,1.0,5.0,2011.0,50.0722,19.9059,2.99,20.0,0.281,0.454,0.221,0.387,0.143,0.723,0.098,condominium,brick,,no,no,yes,no,no,739000
db1119b72318fe25fc01353b6b960c2c,krakow,blockOfFlats,60.66,2.0,3.0,3.0,2017.0,50.018853,20.057623,9.43,0.0,1.133,3.77,0.503,0.675,0.59,4.267,0.597,condominium,,,no,yes,no,no,no,795000
e34996d6c6c40c5bf09012981c1ee118,krakow,blockOfFlats,41.0,2.0,2.0,3.0,2003.0,50.02069485,20.04891917,8.78,7.0,0.565,3.517,0.197,0.246,0.238,3.625,0.063,cooperative,brick,,no,yes,no,no,no,563000
319a8c40ef680b88a5a37139740954e8,krakow,blockOfFlats,34.0,1.0,1.0,5.0,2014.0,50.0713956,19.954938,2.14,14.0,0.444,0.328,0.414,0.4,0.252,0.899,0.174,condominium,,,no,yes,yes,no,yes,752500
514d7447423f30041590c496b259cebc,krakow,blockOfFlats,71.8,3.0,1.0,2.0,1995.0,50.086239,19.96115,3.8,17.0,0.532,0.327,0.25,0.306,0.267,2.249,0.295,condominium,,,no,yes,no,no,no,1050000
3419d817a40af21fd4bab70086b07f89,krakow,blockOfFlats,42.0,2.0,5.0,10.0,1970.0,50.094424,19.929596,4.4,16.0,0.157,0.53,0.221,0.176,0.41,1.208,0.071,condominium,,,no,yes,yes,no,yes,610000
d29067cb7114878d0c3206ee3de0db8a,krakow,blockOfFlats,62.5,3.0,4.0,7.0,2019.0,50.063562,20.0069278,4.97,6.0,0.801,1.716,0.415,0.092,0.322,2.42,0.656,condominium,,,no,yes,yes,no,no,980000
f80262014329fa3a4ca9a7b5b847c956,krakow,blockOfFlats,58.0,2.0,2.0,3.0,2004.0,50.102,19.9089,5.6,1.0,0.584,1.627,1.717,0.686,1.212,2.539,0.449,condominium,brick,,no,yes,no,yes,no,699000
